task_KEY,update__staff_KEY,project_KEY,project__project_number,project__description,project__priority_KEY,project_template__project_template_id,project_template__project_template_id_sortable,engagement__client_KEY,client__client_id,client__client_id_sortable,client__description,engagement_KEY,completion_order,task_order_description,activity_KEY,activity__activity_id,activity__activity_id_sortable,activity__description,activity__activity_method_KEY,staff_KEY,staff__staff_id,staff__staff_id_sortable,staff__description,tracking_description_KEY,tracking_description__description,budgeted_hours,budgeted_hours_variance,is_over_budgeted_hours,stored_budgeted_amount,calculated_budgeted_amount,target_start_date,target_complete_date,actual_start_date,actual_complete_date,target,completion_event,comments,task_template_KEY,solution_type_name,completion_event_recorded_date_utc,task_number,project_template_KEY,posted_actual_hours,posted_actual_amount,live_actual_hours,live_actual_amount,remaining_hours_adjustment,remaining_hours_adjustment_count,remaining_hours,has_remaining_hours_entries,schedule_item_KEY,ready,assigned_staff_list,assigned_staff_id_list,budgeted_amount_is_calculated,description,budgeted_amount,budgeted_amount_variance,is_over_budgeted_amount
573,84,82,10082,Taxation,999,1040,1040,3,35909826000,35909826000                              `,SeedlingSuccess Agritech,14,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,75,2247RM,2247RM,"Mccoy, Ridwan",997,Started,1.35,0.35,False,249.75,607.5,45033,45033,45208,,,,,9,2021 UltraTax CS,44897.56587,428941,56,1,225,1,225,0,0,0.35,False,813385,False,"Mccoy, Ridwan",2247RM,False,Review,249.75,24.75,False
574,87,76,10076,Taxation,999,1040,1040,2,35062011000,35062011000                              `,UnityVault Bank,13,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,75,2247RM,2247RM,"Mccoy, Ridwan",997,Started,0,0,False,0,0,45397,45397,45344,,,,,9,2022 UltraTax CS,45260.65525,477041,56,0,0,0,0,0,0,0,False,939220,False,"Mccoy, Ridwan",2247RM,False,Review,0,0,False
575,61,19,10019,Accounting,999,VPACCOUNTIN,VPACCOUNTIN,14,29405385000,29405385000                              `,VistaVogue Outlets,99,6,6: ,,,,,,113,4545LB,4545LB,"Brock, Laurie",999,Completed,1,-1.2,True,63.75,0,44928,44928,44936,45007,,,,50,Other,44647.11661,393081,1571,2.2,327.5,2.2,327.5,0,0,-1.2,False,750432,False,"Brock, Laurie",4545LB,False,,63.75,-263.75,True
576,87,355,10355,Taxation,999,1065,1065,25,20616853500,20616853500                              `,PeakPinnacle Bank,95,3,3: Other,41,OTHER,OTHER,Other Activity,1,87,2505CC,2505CC,"Campos, Ciara",997,Started,0.25,0,False,38.75,38.75,45000,45000,45006,,,,,16,2021 UltraTax CS,44865.3622,419115,59,0.25,38.75,0.25,38.75,0,0,0,False,785019,False,"Campos, Ciara",2505CC,True,Other,38.75,0,False
577,103,81,10081,Taxation,999,1040,1040,13,28361139000,28361139000                              `,PrimePulse Accountancy,36,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,71,4193AB,4193AB,"Beasley, Anya",997,Started,1.5,0.25,False,375,525,45033,45033,45013,,,,,9,2021 UltraTax CS,44897.56179,428503,56,1.25,343.75,1.25,343.75,0,0,0.25,False,812801,False,"Beasley, Anya",4193AB,False,Review,375,31.25,False
578,61,313,10313,Taxation,999,1040,1040,1,38684554500,38684554500                              `,LedgerLogic Accounting,76,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,76,4337JW,4337JW,"Ward, Jaime",999,Completed,0.5,-3.6,True,125,125,43570,43570,43549,43646,,,,9,2017 UltraTax CS,43404.61998,200981,56,4.1,705,4.1,705,0,0,-3.6,False,422251,False,"Ward, Jaime",4337JW,True,Review,125,-580,True
579,87,355,10355,Taxation,999,1065,1065,25,20616853500,20616853500                              `,PeakPinnacle Bank,95,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,58,2994LL,2994LL,"Levy, Leroy",997,Started,0.5,0.15,False,87.5,87.5,45000,45000,44968,,,,,15,2021 UltraTax CS,44865.3622,419114,59,0.35,54.25,0.35,54.25,0,0,0.15,False,785018,False,"Levy, Leroy",2994LL,True,Review,87.5,33.25,False
580,61,15,10015,Outsourced CFO,999,COMPNODISC,COMPNODISC,6,30923067000,30923067000                              `,MarketMingle Stores,19,3,3: Other,41,OTHER,OTHER,Other Activity,1,102,2952NF,2952NF,"Frost, Nikita",999,Completed,3,2.6,False,420,420,43190,43190,43175,43465,,,,22,Other,43008.3367,155738,99,0.4,114,0.4,114,0,0,2.6,False,324196,False,"Frost, Nikita",2952NF,True,Other,420,306,False
581,61,15,10015,Outsourced CFO,999,COMPNODISC,COMPNODISC,6,30923067000,30923067000                              `,MarketMingle Stores,19,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,79,2156OH,2156OH,"Hardin, Olly",999,Completed,10,7.5,False,1900,1900,43190,43190,43174,43465,,,,17,Creative Solutions Accounting,43008.3367,155736,99,2.5,475,2.5,475,0,0,7.5,False,324194,False,"Hardin, Olly",2156OH,True,Prepare,1900,1425,False
582,61,306,10306,Taxation,999,1040,1040,8,39481843500,39481843500                              `,UrbanTrend Retailers,64,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,70,3321MC,3321MC,"Cook, Milo",999,Completed,0.5,-0.5,True,150,150,42475,42475,42471,42521,,,,9,2014 UltraTax CS,42326.75694,87028,56,1,300,1,300,0,0,-0.5,False,168708,False,"Cook, Milo",3321MC,True,Review,150,-150,True
583,94,84,10084,Taxation,999,1040,1040,1,38684554500,38684554500                              `,LedgerLogic Accounting,76,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,76,4337JW,4337JW,"Ward, Jaime",997,Started,4,-1.2,True,740,1100,45033,45033,45148,,,,,9,2021 UltraTax CS,44897.56919,429298,56,5.2,1260,5.2,1260,0,0,-1.2,False,813861,False,"Ward, Jaime",4337JW,False,Review,740,-520,True
584,87,83,10083,Taxation,999,1040,1040,2,35062011000,35062011000                              `,UnityVault Bank,13,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,76,4337JW,4337JW,"Ward, Jaime",997,Started,4.9,-2.07,True,762.1,1347.5,45033,45033,44964,,,,,8,2021 UltraTax CS,44897.5659,428943,56,6.97,722.85,6.97,722.85,0,0,-2.07,False,813388,True,"Ward, Jaime",4337JW,False,Prepare,762.1,39.25,False
585,61,14,10014,Outsourced CFO,999,COMPNODISC,COMPNODISC,6,30923067000,30923067000                              `,MarketMingle Stores,19,3,3: Other,41,OTHER,OTHER,Other Activity,1,102,2952NF,2952NF,"Frost, Nikita",999,Completed,3,2.7,False,405,405,42825,42825,42865,43104,,,,22,Other,42643.33692,118482,99,0.3,82.5,0.3,82.5,0,0,2.7,False,234893,False,"Frost, Nikita",2952NF,True,Other,405,322.5,False
586,61,312,10312,Taxation,999,1040,1040,13,28361139000,28361139000                              `,PrimePulse Accountancy,36,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,71,4193AB,4193AB,"Beasley, Anya",999,Completed,0.5,-0.75,True,105,105,43570,43570,43508,43646,,,,9,2017 UltraTax CS,43404.60546,199922,56,1.25,262.5,1.25,262.5,0,0,-0.75,False,420803,False,"Beasley, Anya",4193AB,True,Review,105,-157.5,True
587,61,326,10326,Taxation,999,1065,1065,4,27956983500,27956983500                              `,WealthWave Advisors,77,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,101,2776SL,2776SL,"Lozano, Sinead",999,Completed,0.5,-0.75,True,115,115,43539,43539,43501,43646,,,,15,2017 UltraTax CS,43404.62934,201683,59,1.25,250,1.25,250,0,0,-0.75,False,423217,False,"Lozano, Sinead",2776SL,True,Review,115,-135,True
588,87,345,10345,Taxation,999,1065,1065,15,22633971000,22633971000                              `,EcoYield Solutions,78,3,3: Other,41,OTHER,OTHER,Other Activity,1,87,2505CC,2505CC,"Campos, Ciara",997,Started,0.25,0.17,False,0,41.25,45366,45366,45331,,,,,16,2022 UltraTax CS,45231.70326,468892,59,0.08,13.2,0.08,13.2,0,0,0.17,False,908953,False,"Campos, Ciara",2505CC,True,Other,41.25,28.05,False
589,61,322,10322,Taxation,999,1065,1065,21,30804892500,30804892500                              `,InsightfulAccounts,34,3,3: Other,41,OTHER,OTHER,Other Activity,1,70,3321MC,3321MC,"Cook, Milo",999,Completed,0.25,0,False,85,85,43539,43539,43525,43646,,,,16,2017 UltraTax CS,43404.68492,204571,59,0.25,85,0.25,85,0,0,0,False,428750,False,"Cook, Milo",3321MC,True,Other,85,0,False
590,61,319,10319,Taxation,999,1065F,1065F,23,25616209500,25616209500                              `,BrightFutures Finance,84,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,57,3373NR,3373NR,"Rios, Nate",999,Completed,3,-13.5,True,540,540,43892,43892,43859,43893,,,,37,2018 UltraTax CS,43788.93837,243148,237,16.5,2807.5,16.5,2807.5,0,0,-13.5,False,490340,False,"Rios, Nate",3373NR,True,Prepare,540,-2267.5,True
591,71,80,10080,Taxation,999,1040,1040,9,40459066500,40459066500                              `,FreshFinds Marketplace,35,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,70,3321MC,3321MC,"Cook, Milo",997,Started,0.25,-1.75,True,87.5,125,45397,45397,45362,,,,,9,2023 UltraTax CS,45260.68508,479189,56,2,637.5,2,637.5,0,0,-1.75,False,942092,False,"Cook, Milo",3321MC,False,Review,87.5,-550,True
592,70,353,10353,Taxation,999,1065,1065,26,25984038000,25984038000                              `,FutureFocus Group,32,3,3: Other,41,OTHER,OTHER,Other Activity,1,70,3321MC,3321MC,"Cook, Milo",997,Started,0.25,-1.25,True,100,100,45000,45000,45020,,,,,16,2021 UltraTax CS,44865.35575,418272,59,1.5,675,1.5,675,0,0,-1.25,False,783895,False,"Cook, Milo",3321MC,True,Other,100,-575,True
593,136,345,10345,Taxation,999,1065,1065,15,22633971000,22633971000                              `,EcoYield Solutions,78,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,58,2994LL,2994LL,"Levy, Leroy",997,Started,0.5,-0.57,True,87.5,87.5,45366,45366,45335,,,,,15,2022 UltraTax CS,45231.70326,468891,59,1.07,174.05,1.07,174.05,0,0,-0.57,False,908952,False,"Levy, Leroy",2994LL,True,Review,87.5,-86.55,True
594,71,353,10353,Taxation,999,1065,1065,26,25984038000,25984038000                              `,FutureFocus Group,32,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,71,4193AB,4193AB,"Beasley, Anya",997,Started,0.5,-3.25,True,175,175,45000,45000,44991,,,,,15,2021 UltraTax CS,44865.35575,418271,59,3.75,1093.75,3.75,1093.75,0,0,-3.25,False,783894,False,"Beasley, Anya",4193AB,True,Review,175,-918.75,True
595,61,322,10322,Taxation,999,1065,1065,21,30804892500,30804892500                              `,InsightfulAccounts,34,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,70,3321MC,3321MC,"Cook, Milo",999,Completed,0.5,-0.25,True,170,170,43539,43539,43525,43646,,,,15,2017 UltraTax CS,43404.68492,204570,59,0.75,255,0.75,255,0,0,-0.25,False,428749,False,"Cook, Milo",3321MC,True,Review,170,-85,True
596,70,85,10085,Taxation,999,1040,1040,8,39481843500,39481843500                              `,UrbanTrend Retailers,64,3,3: Other,41,OTHER,OTHER,Other Activity,1,70,3321MC,3321MC,"Cook, Milo",997,Started,0.5,0,False,175,200,45033,45033,45036,,,,,10,2021 UltraTax CS,44897.57493,429908,56,0.5,200,0.5,200,0,0,0,False,814674,False,"Cook, Milo",3321MC,False,Other,175,-25,True
597,61,314,10314,Taxation,999,1040,1040,8,39481843500,39481843500                              `,UrbanTrend Retailers,64,3,3: Other,41,OTHER,OTHER,Other Activity,1,70,3321MC,3321MC,"Cook, Milo",999,Completed,0.25,-0.25,True,85,85,43570,43570,43555,43646,,,,10,2017 UltraTax CS,43404.65469,202678,56,0.5,170,0.5,170,0,0,-0.25,False,425767,False,"Cook, Milo",3321MC,True,Other,85,-85,True
598,103,332,10332,Taxation,999,TAXPLAN,TAXPLAN,9,40459066500,40459066500                              `,FreshFinds Marketplace,35,2,2: Taxplan,5,TAXPLAN,TAXPLAN,Tax planning,1,103,2448SR,2448SR,"Rios, Sara",997,Started,0.5,-2,True,125,125,45289,45289,45225,,,,,34,2022 UltraTax CS,45030.5256,452203,208,2.5,625,2.5,625,0,0,-2,False,850711,False,"Rios, Sara",2448SR,True,Taxplan,125,-500,True
599,61,20,10020,Accounting,999,VPACCOUNTIN,VPACCOUNTIN,26,25984038000,25984038000                              `,FutureFocus Group,101,2,2: Acctgpayable,16,ACCTGPAYABLE,ACCTGPAYABLE,Accounts payable services,1,97,2574DW,2574DW,"Wang, Daisy",999,Completed,12.54,2.34,False,1153.6,1442.1,44928,44928,44649,45007,,,,47,Creative Solutions Accounting,44647.11661,393167,1571,10.2,1103.55,10.2,1103.55,0,0,2.34,False,750527,False,"Wang, Daisy",2574DW,False,Acctgpayable,1153.6,50.05,False
600,61,18,10018,Taxation,999,TAXAMENDTR,TAXAMENDTR,19,26265427500,26265427500                              `,BrightHorizon Enterprises,10,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,20,4501CH,4501CH,"Harmon, Cecily",999,Completed,1,0.6,False,100,100,43892,43892,43890,44959,,,,11,2019 UltraTax CS,43880.91066,267233,57,0.4,40,0.4,40,0,0,0.6,False,560977,False,"Harmon, Cecily",4501CH,True,Prepare,100,60,False
601,138,86,10086,Taxation,999,1040,1040,10,32626342500,32626342500                              `,SummitStone Financial,18,3,3: Other,41,OTHER,OTHER,Other Activity,1,59,3310EM,3310EM,"Moran, Eric",997,Started,0,-0.08,True,0,0,45033,45033,45231,,,,,10,2021 UltraTax CS,44897.57631,430055,56,0.08,10,0.08,10,0,0,-0.08,False,814870,False,"Moran, Eric",3310EM,False,Other,0,-10,True
602,87,79,10079,Taxation,999,1040,1040,10,32626342500,32626342500                              `,SummitStone Financial,18,3,3: Other,41,OTHER,OTHER,Other Activity,1,59,3310EM,3310EM,"Moran, Eric",997,Started,0.08,-0.08,True,10,14.4,45397,45397,45329,,,,,10,2023 UltraTax CS,45260.68352,479028,56,0.16,26.4,0.16,26.4,0,0,-0.08,False,941877,False,"Moran, Eric",3310EM,False,Other,10,-16.4,True
603,102,318,10318,Taxation,999,1040,1040,13,28361139000,28361139000                              `,PrimePulse Accountancy,36,3,3: Other,41,OTHER,OTHER,Other Activity,1,59,3310EM,3310EM,"Moran, Eric",999,Completed,0.25,-0.4,True,37.5,37.5,43936,43936,43865,43876,,,,10,2018 UltraTax CS,43801.68043,248213,56,0.65,125,0.65,125,0,0,-0.4,False,530894,False,"Moran, Eric",3310EM,True,Other,37.5,-87.5,True
604,116,78,10078,Taxation,999,1040,1040,8,39481843500,39481843500                              `,UrbanTrend Retailers,64,3,3: Other,41,OTHER,OTHER,Other Activity,1,70,3321MC,3321MC,"Cook, Milo",997,Started,0.5,0.1,False,200,250,45397,45397,45348,,,,,10,2023 UltraTax CS,45260.67936,478770,56,0.4,68,0.4,68,0,0,0.1,False,941533,False,"Cook, Milo",3321MC,False,Other,200,132,False
605,102,318,10318,Taxation,999,1040,1040,13,28361139000,28361139000                              `,PrimePulse Accountancy,36,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,71,4193AB,4193AB,"Beasley, Anya",999,Completed,3,-3.85,True,630,630,43936,43936,43852,43876,,,,8,2018 UltraTax CS,43801.68043,248211,56,6.85,1152.75,6.85,1152.75,0,0,-3.85,False,530892,False,"Beasley, Anya",4193AB,True,Prepare,630,-522.75,True
606,100,79,10079,Taxation,999,1040,1040,10,32626342500,32626342500                              `,SummitStone Financial,18,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,76,4337JW,4337JW,"Ward, Jaime",997,Started,12.5,11.53,False,1291.25,3750,45397,45397,45344,,,,,8,2023 UltraTax CS,45260.68352,479026,56,0.97,145.5,0.97,145.5,0,0,11.53,False,941875,True,"Ward, Jaime",4337JW,False,Prepare,1291.25,1145.75,False
607,100,86,10086,Taxation,999,1040,1040,10,32626342500,32626342500                              `,SummitStone Financial,18,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,76,4337JW,4337JW,"Ward, Jaime",997,Started,7.03,-5.47,True,1017.75,1933.25,45033,45033,44970,,,,,8,2021 UltraTax CS,44897.57631,430053,56,12.5,1291.25,12.5,1291.25,0,0,-5.47,False,814868,True,"Ward, Jaime",4337JW,False,Prepare,1017.75,-273.5,True
608,116,357,10357,Taxation,999,1065,1065,14,29405385000,29405385000                              `,VistaVogue Outlets,96,3,3: Other,41,OTHER,OTHER,Other Activity,1,87,2505CC,2505CC,"Campos, Ciara",997,Started,0.25,-0.55,True,38.75,38.75,45000,45000,44967,,,,,16,2021 UltraTax CS,44865.34707,417150,59,0.8,124,0.8,124,0,0,-0.55,False,782399,False,"Campos, Ciara",2505CC,True,Other,38.75,-85.25,True
609,135,338,10338,Taxation,999,1065F,1065F,23,25616209500,25616209500                              `,BrightFutures Finance,84,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,57,3373NR,3373NR,"Rios, Nate",997,Started,3,-8.4,True,555,555,44986,44986,44881,,,,,37,2021 UltraTax CS,44866.33537,421155,237,11.4,1828.5,11.4,1828.5,0,0,-8.4,False,787753,True,"Rios, Nate",3373NR,True,Prepare,555,-1273.5,True
610,102,318,10318,Taxation,999,1040,1040,13,28361139000,28361139000                              `,PrimePulse Accountancy,36,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,71,4193AB,4193AB,"Beasley, Anya",999,Completed,0.5,-0.75,True,105,105,43936,43936,43872,43876,,,,9,2018 UltraTax CS,43801.68043,248212,56,1.25,360,1.25,360,0,0,-0.75,False,530893,False,"Beasley, Anya",4193AB,True,Review,105,-255,True
611,83,78,10078,Taxation,999,1040,1040,8,39481843500,39481843500                              `,UrbanTrend Retailers,64,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,70,3321MC,3321MC,"Cook, Milo",997,Started,1.5,-0.7,True,337.5,750,45397,45397,45359,,,,,9,2023 UltraTax CS,45260.67936,478769,56,2.2,418,2.2,418,0,0,-0.7,False,941532,False,"Cook, Milo",3321MC,False,Review,337.5,-80.5,True
612,84,86,10086,Taxation,999,1040,1040,10,32626342500,32626342500                              `,SummitStone Financial,18,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,76,4337JW,4337JW,"Ward, Jaime",997,Started,3.25,1.75,False,601.25,893.75,45033,45033,45031,,,,,9,2021 UltraTax CS,44897.57631,430054,56,1.5,277.5,1.5,277.5,0,0,1.75,False,814869,False,"Ward, Jaime",4337JW,False,Review,601.25,323.75,False
613,87,361,10361,Taxation,999,1065,1065,24,24744118500,24744118500                              `,NextGen Wealth Management,11,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,76,4337JW,4337JW,"Ward, Jaime",997,Started,0.5,-1.63,True,137.5,137.5,45000,45000,44973,,,,,15,2021 UltraTax CS,44865.35751,418499,59,2.13,387.65,2.13,387.65,0,0,-1.63,False,784198,False,"Ward, Jaime",4337JW,True,Review,137.5,-250.15,True
614,136,357,10357,Taxation,999,1065,1065,14,29405385000,29405385000                              `,VistaVogue Outlets,96,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,58,2994LL,2994LL,"Levy, Leroy",997,Started,0.5,-1.82,True,87.5,87.5,45000,45000,44965,,,,,15,2021 UltraTax CS,44865.34707,417149,59,2.32,357.5,2.32,357.5,0,0,-1.82,False,782398,False,"Levy, Leroy",2994LL,True,Review,87.5,-270,True
615,61,41,10041,Taxation,999,1120S,1120S,7,23887591500,23887591500                              `,HarvestHive AgriBusiness,17,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,75,2247RM,2247RM,"Mccoy, Ridwan",999,Completed,0.75,-2.55,True,195,195,42444,42444,42425,42520,,,,19,2015 UltraTax CS,42338.45376,89353,106,3.3,594,3.3,594,0,0,-2.55,False,178381,False,"Mccoy, Ridwan",2247RM,True,Review,195,-399,True
616,129,330,10330,Taxation,999,1040,1040,20,23346687000,23346687000                              `,GreenSprout Ventures,33,3,3: Other,41,OTHER,OTHER,Other Activity,1,18,3789KR,3789KR,"Russell, Keenan",997,Started,0.25,-0.85,True,37.5,37.5,45033,45033,44876,,,,,10,2021 UltraTax CS,44836.33431,411375,56,1.1,260,1.1,260,0,0,-0.85,False,774418,False,"Russell, Keenan",3789KR,True,Other,37.5,-222.5,True
617,71,330,10330,Taxation,999,1040,1040,20,23346687000,23346687000                              `,GreenSprout Ventures,33,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,21,2391WM,2391WM,"Molina, William",997,Started,3,1.44,False,300,300,45033,45033,44988,,,,,8,2021 UltraTax CS,44836.33431,411373,56,1.56,218.5,1.56,218.5,0,0,1.44,False,774416,True,"Molina, William",2391WM,True,Prepare,300,81.5,False
618,102,327,10327,Taxation,999,1065,1065,26,25984038000,25984038000                              `,FutureFocus Group,32,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,86,4761HG,4761HG,"Garcia, Hermione",999,Completed,3,-1.55,True,495,495,43906,43906,43858,43876,,,,14,2019 UltraTax CS,43836.79164,257748,59,4.55,791.5,4.55,791.5,0,0,-1.55,False,544019,False,"Garcia, Hermione",4761HG,True,Prepare,495,-296.5,True
619,107,38,10038,Taxation,999,1120S,1120S,6,30923067000,30923067000                              `,MarketMingle Stores,16,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,3,4686CD,4686CD,"Dennis, Carol",999,Completed,5,-5.3,True,625,625,43905,43905,43874,43896,,,,18,2018 UltraTax CS,43801.6928,249609,106,10.3,1127.5,10.3,1127.5,0,0,-5.3,False,532756,False,"Dennis, Carol",4686CD,True,Prepare,625,-502.5,True
620,61,41,10041,Taxation,999,1120S,1120S,7,23887591500,23887591500                              `,HarvestHive AgriBusiness,17,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,79,2156OH,2156OH,"Hardin, Olly",999,Completed,5,0.59,False,900,900,42444,42444,42425,42520,,,,18,2015 UltraTax CS,42338.45376,89352,106,4.41,647,4.41,647,0,0,0.59,False,178380,False,"Hardin, Olly",2156OH,True,Prepare,900,253,False
621,102,327,10327,Taxation,999,1065,1065,26,25984038000,25984038000                              `,FutureFocus Group,32,3,3: Other,41,OTHER,OTHER,Other Activity,1,70,3321MC,3321MC,"Cook, Milo",999,Completed,0.25,0,False,85,85,43906,43906,43875,43876,,,,16,2019 UltraTax CS,43836.79164,257750,59,0.25,85,0.25,85,0,0,0,False,544021,False,"Cook, Milo",3321MC,True,Other,85,0,False
622,83,330,10330,Taxation,999,1040,1040,20,23346687000,23346687000                              `,GreenSprout Ventures,33,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,109,2089BB,2089BB,"Brewer, Bryan",997,Started,0.5,-0.5,True,87.5,87.5,45033,45033,44999,,,,,9,2021 UltraTax CS,44836.33431,411374,56,1,165,1,165,0,0,-0.5,False,774417,False,"Brewer, Bryan",2089BB,True,Review,87.5,-77.5,True
623,102,327,10327,Taxation,999,1065,1065,26,25984038000,25984038000                              `,FutureFocus Group,32,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,71,4193AB,4193AB,"Beasley, Anya",999,Completed,0.5,-0.75,True,105,105,43906,43906,43862,43876,,,,15,2019 UltraTax CS,43836.79164,257749,59,1.25,327.5,1.25,327.5,0,0,-0.75,False,544020,False,"Beasley, Anya",4193AB,True,Review,105,-222.5,True
624,87,75,10075,Taxation,999,1040,1040,3,35909826000,35909826000                              `,SeedlingSuccess Agritech,14,3,3: Other,41,OTHER,OTHER,Other Activity,1,59,3310EM,3310EM,"Moran, Eric",997,Started,0.08,-0.03,True,10,14.4,45397,45397,45344,,,,,10,2022 UltraTax CS,45260.65522,477039,56,0.11,18.15,0.11,18.15,0,0,-0.03,False,939217,False,"Moran, Eric",3310EM,False,Other,10,-8.15,True
625,61,11,10011,Taxation,999,1040,1040,3,35909826000,35909826000                              `,SeedlingSuccess Agritech,14,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,71,4193AB,4193AB,"Beasley, Anya",999,Completed,3,-0.4,True,345,345,41744,41744,41454,41758,,,,8,2012 UltraTax CS,41411.91046,6274,56,3.4,331,3.4,331,0,0,-0.4,False,8433,False,"Beasley, Anya",4193AB,True,Prepare,345,14,False
